"cve_id","cwes","description","severity","exploitability","impact","published_date","last_modified_date","refs","code_refs","commits"
"CVE-2023-31134","{'CWE-601'}","Tauri is software for building applications for multi-platform deployment. The Tauri IPC is usually strictly isolated from external websites, but in versions 1.0.0 until 1.0.9, 1.1.0 until 1.1.4, and 1.2.0 until 1.2.5, the isolation can be bypassed by redirecting an existing Tauri window to an external website. This is either possible by an application implementing a feature for users to visit
arbitrary websites or due to a bug allowing the open redirect. This allows the external website access to the IPC layer and therefore to all configured and exposed Tauri API endpoints and application specific implemented Tauri commands. This issue has been patched in versions 1.0.9, 1.1.4, and 1.2.5. As a workaround, prevent arbitrary input in redirect features and/or only allow trusted websites access to the IPC.","","","","2023-05-09T14:15Z","2023-05-16T18:28Z","{'https://www.github.com/tauri-apps/tauri/commit/58ea0b45268dbd46cbac0ebb0887353d057ca767', 'https://github.com/tauri-apps/tauri/security/advisories/GHSA-4wm2-cwcf-wwvp', 'https://www.github.com/tauri-apps/tauri/commit/fa90214b052b1a5d38d54fbf1ca422b4c37cfd1f', 'https://github.com/tauri-apps/tauri/releases/tag/tauri-v1.1.4', 'https://github.com/tauri-apps/tauri/releases/tag/tauri-v1.2.5', 'https://github.com/tauri-apps/tauri/releases/tag/tauri-v1.0.9'}","{'https://www.github.com/tauri-apps/tauri/commit/58ea0b45268dbd46cbac0ebb0887353d057ca767', 'https://www.github.com/tauri-apps/tauri/commit/fa90214b052b1a5d38d54fbf1ca422b4c37cfd1f'}","{'https://www.github.com/tauri-apps/tauri/commit/fa90214b052b1a5d38d54fbf1ca422b4c37cfd1f', 'https://www.github.com/tauri-apps/tauri/commit/58ea0b45268dbd46cbac0ebb0887353d057ca767'}"
"CVE-2023-31136","{'CWE-522'}","PostgresNIO is a Swift client for PostgreSQL. Any user of PostgresNIO prior to version 1.14.2 connecting to servers with TLS enabled is vulnerable to a man-in-the-middle attacker injecting false responses to the client's first few queries, despite the use of TLS certificate verification and encryption. The vulnerability is addressed in PostgresNIO versions starting from 1.14.2. There are no known workarounds for unpatched users.","","","","2023-05-09T14:15Z","2023-05-16T16:43Z","{'https://github.com/apple/swift-nio/pull/2419', 'https://www.postgresql.org/support/security/CVE-2021-23222/', 'https://github.com/vapor/postgres-nio/security/advisories/GHSA-9cfh-vx93-84vv', 'https://github.com/advisories/GHSA-467w-rrqc-395f', 'https://github.com/vapor/postgres-nio/releases/tag/1.14.2', 'https://github.com/vapor/postgres-nio/commit/2df54bc94607f44584ae6ffa74e3cd754fffafc7', 'https://www.postgresql.org/support/security/CVE-2021-23214/', 'https://github.com/advisories/GHSA-735f-7qx4-jqq5'}","{'https://github.com/vapor/postgres-nio/commit/2df54bc94607f44584ae6ffa74e3cd754fffafc7'}","{'https://github.com/vapor/postgres-nio/commit/2df54bc94607f44584ae6ffa74e3cd754fffafc7'}"
"CVE-2023-31137","{'CWE-191'}","MaraDNS is open-source software that implements the Domain Name System (DNS). In version 3.5.0024 and prior, a remotely exploitable integer underflow vulnerability in the DNS packet decompression function allows an attacker to cause a Denial of Service by triggering an abnormal program termination.

The vulnerability exists in the `decomp_get_rddata` function within the `Decompress.c` file. When handling a DNS packet with an Answer RR of qtype 16 (TXT record) and any qclass, if the `rdlength` is smaller than `rdata`, the result of the line `Decompress.c:886` is a negative number `len = rdlength - total;`. This value is then passed to the `decomp_append_bytes` function without proper validation, causing the program to attempt to allocate a massive chunk of memory that is impossible to allocate. Consequently, the program exits with an error code of 64, causing a Denial of Service.

One proposed fix for this vulnerability is to patch `Decompress.c:887` by breaking `if(len <= 0)`, which has been incorporated in version 3.5.0036 via commit bab062bde40b2ae8a91eecd522e84d8b993bab58.","","","","2023-05-09T14:15Z","2023-06-29T12:15Z","{'https://github.com/samboy/MaraDNS/blob/08b21ea20d80cedcb74aa8f14979ec7c61846663/dns/Decompress.c#L886', 'https://github.com/samboy/MaraDNS/security/advisories/GHSA-58m7-826v-9c3c', 'https://lists.debian.org/debian-lts-announce/2023/06/msg00019.html', 'https://github.com/samboy/MaraDNS/commit/bab062bde40b2ae8a91eecd522e84d8b993bab58', 'https://www.debian.org/security/2023/dsa-5441', 'https://lists.fedoraproject.org/archives/list/package-announce@lists.fedoraproject.org/message/NB7LDZM5AGWC5BHHQHW6CP5OFNBBKFOQ/', 'https://lists.fedoraproject.org/archives/list/package-announce@lists.fedoraproject.org/message/3VSMLJX25MXGQ6A7UPOGK7VPUVDESPHL/'}","{'https://github.com/samboy/MaraDNS/commit/bab062bde40b2ae8a91eecd522e84d8b993bab58'}","{'https://github.com/samboy/MaraDNS/commit/bab062bde40b2ae8a91eecd522e84d8b993bab58'}"
"CVE-2023-31143","{'CWE-306'}","mage-ai is an open-source data pipeline tool for transforming and integrating data. Those who use Mage starting in version 0.8.34 and prior to 0.8.72 with user authentication enabled may be affected by a vulnerability. The terminal could be accessed by users who are not signed in or do not have editor permissions. Version 0.8.72 contains a fix for this issue.","","","","2023-05-09T15:15Z","2023-05-16T16:56Z","{'https://github.com/mage-ai/mage-ai/security/advisories/GHSA-c6mm-2g84-v4m7', 'https://github.com/mage-ai/mage-ai/commit/f63cd00f6a3be372397d37a4c9a49bfaf50d7650'}","{'https://github.com/mage-ai/mage-ai/commit/f63cd00f6a3be372397d37a4c9a49bfaf50d7650'}","{'https://github.com/mage-ai/mage-ai/commit/f63cd00f6a3be372397d37a4c9a49bfaf50d7650'}"
"CVE-2023-31144","{'CWE-79'}","Craft CMS is a content management system. Starting in version 3.0.0 and prior to versions 3.8.4 and 4.4.4, a malformed title in the feed widget can deliver a cross-site scripting payload. This issue is fixed in version 3.8.4 and 4.4.4.","","","","2023-05-09T16:15Z","2023-05-16T19:22Z","{'https://github.com/craftcms/cms/security/advisories/GHSA-j4mx-98hw-6rv6', 'https://github.com/craftcms/cms/commit/52bd161614620edbab2d24d078ca9ebca2528442'}","{'https://github.com/craftcms/cms/commit/52bd161614620edbab2d24d078ca9ebca2528442'}","{'https://github.com/craftcms/cms/commit/52bd161614620edbab2d24d078ca9ebca2528442'}"
"CVE-2023-31146","{'CWE-787'}","Vyper is a Pythonic smart contract language for the Ethereum virtual machine. Prior to version 0.3.8, during codegen, the length word of a dynarray is written before the data, which can result in out-of-bounds array access in the case where the dynarray is on both the lhs and rhs of an assignment. The issue can cause data corruption across call frames. The expected behavior is to revert due to out-of-bounds array access. Version 0.3.8 contains a patch for this issue.","","","","2023-05-11T21:15Z","2023-08-02T16:22Z","{'https://github.com/vyperlang/vyper/commit/4f8289a81206f767df1900ac48f485d90fc87edb', 'https://github.com/vyperlang/vyper/security/advisories/GHSA-3p37-3636-q8wv'}","{'https://github.com/vyperlang/vyper/commit/4f8289a81206f767df1900ac48f485d90fc87edb'}","{'https://github.com/vyperlang/vyper/commit/4f8289a81206f767df1900ac48f485d90fc87edb'}"
"CVE-2023-31285","{'CWE-79'}","An XSS issue was discovered in Serenity Serene (and StartSharp) before 6.7.0. When users upload temporary files, some specific file endings are not allowed, but it is possible to upload .html or .htm files containing an XSS payload. The resulting link can be sent to an administrator user.","","","","2023-04-27T03:15Z","2023-05-30T19:15Z","{'https://github.com/serenity-is/Serenity/commit/11b9d267f840513d04b4f4d4876de7823a6e48d2', 'http://packetstormsecurity.com/files/172648/Serenity-StartSharp-Software-File-Upload-XSS-User-Enumeration-Reusable-Tokens.html', 'http://seclists.org/fulldisclosure/2023/May/14'}","{'https://github.com/serenity-is/Serenity/commit/11b9d267f840513d04b4f4d4876de7823a6e48d2'}","{'https://github.com/serenity-is/Serenity/commit/11b9d267f840513d04b4f4d4876de7823a6e48d2'}"
"CVE-2023-31286","{'CWE-209'}","An issue was discovered in Serenity Serene (and StartSharp) before 6.7.0. When a password reset request occurs, the server response leaks the existence of users. If one tries to reset a password of a non-existent user, an error message indicates that this user does not exist.","","","","2023-04-27T03:15Z","2023-05-30T19:15Z","{'https://github.com/serenity-is/Serenity/commit/11b9d267f840513d04b4f4d4876de7823a6e48d2', 'http://packetstormsecurity.com/files/172648/Serenity-StartSharp-Software-File-Upload-XSS-User-Enumeration-Reusable-Tokens.html', 'http://seclists.org/fulldisclosure/2023/May/14'}","{'https://github.com/serenity-is/Serenity/commit/11b9d267f840513d04b4f4d4876de7823a6e48d2'}","{'https://github.com/serenity-is/Serenity/commit/11b9d267f840513d04b4f4d4876de7823a6e48d2'}"
"CVE-2023-31287","{'CWE-640'}","An issue was discovered in Serenity Serene (and StartSharp) before 6.7.0. Password reset links are sent by email. A link contains a token that is used to reset the password. This token remains valid even after the password reset and can be used a second time to change the password of the corresponding user. The token expires only 3 hours after issuance and is sent as a query parameter when resetting. An attacker with access to the browser history can thus use the token again to change the password in order to take over the account.","","","","2023-04-27T03:15Z","2023-05-30T19:15Z","{'https://github.com/serenity-is/Serenity/commit/11b9d267f840513d04b4f4d4876de7823a6e48d2', 'http://packetstormsecurity.com/files/172648/Serenity-StartSharp-Software-File-Upload-XSS-User-Enumeration-Reusable-Tokens.html', 'http://seclists.org/fulldisclosure/2023/May/14'}","{'https://github.com/serenity-is/Serenity/commit/11b9d267f840513d04b4f4d4876de7823a6e48d2'}","{'https://github.com/serenity-is/Serenity/commit/11b9d267f840513d04b4f4d4876de7823a6e48d2'}"
"CVE-2023-3142","{'CWE-79'}","Cross-site Scripting (XSS) - Stored in GitHub repository microweber/microweber prior to 2.0.","","","","2023-06-07T15:15Z","2023-06-14T13:37Z","{'https://huntr.dev/bounties/d00686b0-f89a-4e14-98d7-b8dd3f92a6e5', 'https://github.com/microweber/microweber/commit/42efa981a2239d042d910069952d6276497bdcf1'}","{'https://github.com/microweber/microweber/commit/42efa981a2239d042d910069952d6276497bdcf1'}","{'https://github.com/microweber/microweber/commit/42efa981a2239d042d910069952d6276497bdcf1'}"
"CVE-2023-31436","{'CWE-787'}","qfq_change_class in net/sched/sch_qfq.c in the Linux kernel before 6.2.13 allows an out-of-bounds write because lmax can exceed QFQ_MIN_LMAX.","","","","2023-04-28T02:15Z","2023-08-18T18:39Z","{'https://github.com/torvalds/linux/commit/3037933448f60f9acb705997eae62013ecb81e0d', 'http://packetstormsecurity.com/files/173087/Kernel-Live-Patch-Security-Notice-LSN-0095-1.html', 'https://www.debian.org/security/2023/dsa-5402', 'https://cdn.kernel.org/pub/linux/kernel/v6.x/ChangeLog-6.2.13', 'http://packetstormsecurity.com/files/173757/Kernel-Live-Patch-Security-Notice-LSN-0096-1.html', 'https://www.spinics.net/lists/stable-commits/msg294885.html', 'https://lists.debian.org/debian-lts-announce/2023/06/msg00008.html', 'https://security.netapp.com/advisory/ntap-20230609-0001/'}","{'https://github.com/torvalds/linux/commit/3037933448f60f9acb705997eae62013ecb81e0d'}","{'https://github.com/torvalds/linux/commit/3037933448f60f9acb705997eae62013ecb81e0d'}"
"CVE-2023-31470","{'CWE-787'}","SmartDNS through 41 before 56d0332 allows an out-of-bounds write because of a stack-based buffer overflow in the _dns_encode_domain function in the dns.c file, via a crafted DNS request.","","","","2023-04-28T21:15Z","2023-05-08T17:42Z","{'https://github.com/pymumu/smartdns/issues/1378', 'https://github.com/pymumu/smartdns/commit/56d0332bf91104cfc877635f6c82e9348587df04'}","{'https://github.com/pymumu/smartdns/commit/56d0332bf91104cfc877635f6c82e9348587df04'}","{'https://github.com/pymumu/smartdns/commit/56d0332bf91104cfc877635f6c82e9348587df04'}"
"CVE-2023-31544","{'CWE-79'}","A stored cross-site scripting (XSS) vulnerability in alkacon-OpenCMS v11.0.0.0 allows attackers to execute arbitrary web scripts or HTML via a crafted payload injected into the Title field under the Upload Image module.","","","","2023-05-16T21:15Z","2023-05-24T20:41Z","{'https://github.com/alkacon/opencms-core/commit/21bfbeaf6b038e2c03bb421ce7f0933dd7a7633e', 'https://github.com/alkacon/opencms-core/issues/652'}","{'https://github.com/alkacon/opencms-core/commit/21bfbeaf6b038e2c03bb421ce7f0933dd7a7633e'}","{'https://github.com/alkacon/opencms-core/commit/21bfbeaf6b038e2c03bb421ce7f0933dd7a7633e'}"
"CVE-2023-3159","{'CWE-416'}","A use after free issue was discovered in driver/firewire in outbound_phy_packet_callback in the Linux Kernel. In this flaw a local attacker with special privilege may cause a use after free problem when queue_event() fails.","","","","2023-06-12T21:15Z","2023-06-20T20:29Z","{'https://github.com/torvalds/linux/commit/b7c81f80246fac44077166f3e07103affe6db8ff'}","{'https://github.com/torvalds/linux/commit/b7c81f80246fac44077166f3e07103affe6db8ff'}","{'https://github.com/torvalds/linux/commit/b7c81f80246fac44077166f3e07103affe6db8ff'}"
"CVE-2023-3161","{'CWE-682'}","A flaw was found in the Framebuffer Console (fbcon) in the Linux Kernel. When providing font->width and font->height greater than 32 to fbcon_set_font, since there are no checks in place, a shift-out-of-bounds occurs leading to undefined behavior and possible denial of service.","","","","2023-06-12T20:15Z","2023-06-22T00:17Z","{'https://github.com/torvalds/linux/commit/2b09d5d364986f724f17001ccfe4126b9b43a0be', 'https://bugzilla.redhat.com/show_bug.cgi?id=2213485'}","{'https://github.com/torvalds/linux/commit/2b09d5d364986f724f17001ccfe4126b9b43a0be'}","{'https://github.com/torvalds/linux/commit/2b09d5d364986f724f17001ccfe4126b9b43a0be'}"
"CVE-2023-31714","","Chitor-CMS before v1.1.2 was discovered to contain multiple SQL injection vulnerabilities.","","","","2023-08-30T22:15Z","2023-08-31T10:02Z","{'https://github.com/msd0pe-1/chitor-sqli', 'https://www.exploit-db.com/exploits/51383', 'https://github.com/waqaskanju/Chitor-CMS/releases/tag/Chitor-cms', 'https://github.com/waqaskanju/Chitor-CMS/commit/69d34420ad382c91b0c285432418c1b0810128c1'}","{'https://github.com/waqaskanju/Chitor-CMS/commit/69d34420ad382c91b0c285432418c1b0810128c1'}","{'https://github.com/waqaskanju/Chitor-CMS/commit/69d34420ad382c91b0c285432418c1b0810128c1'}"
"CVE-2023-3172","{'CWE-22'}","Path Traversal in GitHub repository froxlor/froxlor prior to 2.0.20.","","","","2023-06-09T01:15Z","2023-06-14T18:21Z","{'https://github.com/froxlor/froxlor/commit/da810ea95393dfaec68a70e30b7c887c50563a7e', 'https://huntr.dev/bounties/e50966cd-9222-46b9-aedc-1feb3f2a0b0e'}","{'https://github.com/froxlor/froxlor/commit/da810ea95393dfaec68a70e30b7c887c50563a7e'}","{'https://github.com/froxlor/froxlor/commit/da810ea95393dfaec68a70e30b7c887c50563a7e'}"
"CVE-2023-3173","{'CWE-307'}","Improper Restriction of Excessive Authentication Attempts in GitHub repository froxlor/froxlor prior to 2.0.20.","","","","2023-06-09T02:15Z","2023-06-15T19:29Z","{'https://huntr.dev/bounties/4d715f76-950d-4251-8139-3dffea798f14', 'https://github.com/froxlor/froxlor/commit/464216072456efb35b4541c58e7016463dfbd9a6'}","{'https://github.com/froxlor/froxlor/commit/464216072456efb35b4541c58e7016463dfbd9a6'}","{'https://github.com/froxlor/froxlor/commit/464216072456efb35b4541c58e7016463dfbd9a6'}"
"CVE-2023-31779","{'CWE-79'}","Wekan v6.84 and earlier is vulnerable to Cross Site Scripting (XSS). An attacker with user privilege on kanban board can insert JavaScript code in in \"Reaction to comment\" feature.","","","","2023-05-22T13:15Z","2023-05-31T13:38Z","{'https://github.com/wekan/wekan/commit/47ac33d6c234359c31d9b5eae49ed3e793907279', 'https://github.com/wekan/wekan/blob/master/CHANGELOG.md'}","{'https://github.com/wekan/wekan/commit/47ac33d6c234359c31d9b5eae49ed3e793907279'}","{'https://github.com/wekan/wekan/commit/47ac33d6c234359c31d9b5eae49ed3e793907279'}"
"CVE-2023-3188","{'CWE-918'}","Server-Side Request Forgery (SSRF) in GitHub repository owncast/owncast prior to 0.1.0.","","","","2023-06-10T02:15Z","2023-06-16T03:47Z","{'https://huntr.dev/bounties/0d0d526a-1c39-4e6a-b081-d3914468e495', 'https://github.com/owncast/owncast/commit/f40135dbf28093864482f9662c23e478ea192b16'}","{'https://github.com/owncast/owncast/commit/f40135dbf28093864482f9662c23e478ea192b16'}","{'https://github.com/owncast/owncast/commit/f40135dbf28093864482f9662c23e478ea192b16'}"
"CVE-2023-3190","{'CWE-116'}","Improper Encoding or Escaping of Output in GitHub repository nilsteampassnet/teampass prior to 3.0.9.","","","","2023-06-10T09:15Z","2023-06-15T18:40Z","{'https://huntr.dev/bounties/5562c4c4-0475-448f-a451-7c4666bc7180', 'https://github.com/nilsteampassnet/teampass/commit/241dbd4159a5d63b55af426464d30dbb53925705'}","{'https://github.com/nilsteampassnet/teampass/commit/241dbd4159a5d63b55af426464d30dbb53925705'}","{'https://github.com/nilsteampassnet/teampass/commit/241dbd4159a5d63b55af426464d30dbb53925705'}"
"CVE-2023-3191","{'CWE-79'}","Cross-site Scripting (XSS) - Stored in GitHub repository nilsteampassnet/teampass prior to 3.0.9.","","","","2023-06-10T09:15Z","2023-06-15T18:40Z","{'https://huntr.dev/bounties/19fed157-128d-4bfb-a30e-eadf748cbd1a', 'https://github.com/nilsteampassnet/teampass/commit/241dbd4159a5d63b55af426464d30dbb53925705'}","{'https://github.com/nilsteampassnet/teampass/commit/241dbd4159a5d63b55af426464d30dbb53925705'}","{'https://github.com/nilsteampassnet/teampass/commit/241dbd4159a5d63b55af426464d30dbb53925705'}"
"CVE-2023-3192","{'CWE-384'}","Session Fixation in GitHub repository froxlor/froxlor prior to 2.1.0.","","","","2023-06-11T11:15Z","2023-06-16T03:48Z","{'https://huntr.dev/bounties/f3644772-9c86-4f55-a0fa-aeb11f411551', 'https://github.com/froxlor/froxlor/commit/94d9c3eedf31bc8447e3aa349e32880dde02ee52'}","{'https://github.com/froxlor/froxlor/commit/94d9c3eedf31bc8447e3aa349e32880dde02ee52'}","{'https://github.com/froxlor/froxlor/commit/94d9c3eedf31bc8447e3aa349e32880dde02ee52'}"
"CVE-2023-3195","{'CWE-787'}","A stack-based buffer overflow issue was found in ImageMagick's coders/tiff.c. This flaw allows an attacker to trick the user into opening a specially crafted malicious tiff file, causing an application to crash, resulting in a denial of service.","","","","2023-06-16T20:15Z","2023-08-31T03:15Z","{'https://access.redhat.com/security/cve/CVE-2023-3195', 'https://github.com/ImageMagick/ImageMagick/commit/f620340935777b28fa3f7b0ed7ed6bd86946934c', 'https://github.com/ImageMagick/ImageMagick6/commit/85a370c79afeb45a97842b0959366af5236e9023', 'https://lists.fedoraproject.org/archives/list/package-announce@lists.fedoraproject.org/message/45DUUXYMAEEAW55GSLAXN25VPKCRAIDA/', 'https://lists.fedoraproject.org/archives/list/package-announce@lists.fedoraproject.org/message/4UFQJCYJ23HWHNDOVKBHZQ7HCXXL6MM3/', 'https://www.openwall.com/lists/oss-security/2023/05/29/1', 'https://bugzilla.redhat.com/show_bug.cgi?id=2214141'}","{'https://github.com/ImageMagick/ImageMagick6/commit/85a370c79afeb45a97842b0959366af5236e9023', 'https://github.com/ImageMagick/ImageMagick/commit/f620340935777b28fa3f7b0ed7ed6bd86946934c'}","{'https://github.com/ImageMagick/ImageMagick/commit/f620340935777b28fa3f7b0ed7ed6bd86946934c', 'https://github.com/ImageMagick/ImageMagick6/commit/85a370c79afeb45a97842b0959366af5236e9023'}"
"CVE-2023-32058","{'CWE-190'}","Vyper is a Pythonic smart contract language for the Ethereum virtual machine. Prior to version 0.3.8, due to missing overflow check for loop variables, by assigning the iterator of a loop to a variable, it is possible to overflow the type of the latter. The issue seems to happen only in loops of type `for i in range(a, a + N)` as in loops of type `for i in range(start, stop)` and `for i in range(stop)`, the compiler is able to raise a `TypeMismatch` when trying to overflow the variable. The problem has been patched in version 0.3.8.","","","","2023-05-11T21:15Z","2023-08-02T16:22Z","{'https://github.com/vyperlang/vyper/commit/3de1415ee77a9244eb04bdb695e249d3ec9ed868', 'https://github.com/vyperlang/vyper/security/advisories/GHSA-6r8q-pfpv-7cgj'}","{'https://github.com/vyperlang/vyper/commit/3de1415ee77a9244eb04bdb695e249d3ec9ed868'}","{'https://github.com/vyperlang/vyper/commit/3de1415ee77a9244eb04bdb695e249d3ec9ed868'}"
"CVE-2023-32059","{'NVD-CWE-noinfo'}","Vyper is a Pythonic smart contract language for the Ethereum virtual machine. Prior to version 0.3.8, internal calls with default arguments are compiled incorrectly. Depending on the number of arguments provided in the call, the defaults are added not right-to-left, but left-to-right. If the types are incompatible, typechecking is bypassed. The ability to pass kwargs to internal functions is an undocumented feature that is not well known about. The issue is patched in version 0.3.8.","","","","2023-05-11T22:15Z","2023-08-02T16:22Z","{'https://github.com/vyperlang/vyper/commit/c3e68c302aa6e1429946473769dd1232145822ac', 'https://github.com/vyperlang/vyper/security/advisories/GHSA-ph9x-4vc9-m39g'}","{'https://github.com/vyperlang/vyper/commit/c3e68c302aa6e1429946473769dd1232145822ac'}","{'https://github.com/vyperlang/vyper/commit/c3e68c302aa6e1429946473769dd1232145822ac'}"
"CVE-2023-32066","{'CWE-79'}","Time Tracker is an open source time tracking system. The week view plugin in Time Tracker versions 1.22.11.5782 and prior was not escaping titles for notes in week view table. Because of that, it was possible for a logged in user to enter notes with elements of JavaScript. Such script could then be executed in user browser on subsequent requests to week view. This issue is fixed in version 1.22.12.5783. As a workaround, use `htmlspecialchars` when calling `$field->setTitle` on line #245 in the `week.php` file,  as happens in version 1.22.12.5783.","","","","2023-05-09T16:15Z","2023-05-17T13:57Z","{'https://github.com/anuko/timetracker/commit/093cfe158099704ffd4a1624be217f9935e914eb', 'https://github.com/anuko/timetracker/security/advisories/GHSA-jw2g-8wvp-9frw'}","{'https://github.com/anuko/timetracker/commit/093cfe158099704ffd4a1624be217f9935e914eb'}","{'https://github.com/anuko/timetracker/commit/093cfe158099704ffd4a1624be217f9935e914eb'}"
"CVE-2023-32068","{'CWE-601'}","XWiki Platform is a generic wiki platform offering runtime services for applications built on top of it. In versions prior to 14.10.4 it's possible to exploit well known parameters in XWiki URLs to perform redirection to untrusted site. This vulnerability was partially fixed in the past for XWiki 12.10.7 and 13.3RC1 but there is still the possibility to force specific URLs to skip some checks, e.g. using URLs like `http:example.com` in the parameter would allow the redirect.  The issue has now been patched against all patterns that are known for performing redirects. This issue has been patched in XWiki 14.10.4 and 15.0. Users are advised to upgrade. There are no known workarounds for this vulnerability.","","","","2023-05-15T21:15Z","2023-05-24T21:02Z","{'https://github.com/xwiki/xwiki-platform/security/advisories/GHSA-6gvj-8vc5-8v3j', 'https://jira.xwiki.org/browse/XWIKI-20096', 'https://jira.xwiki.org/browse/XWIKI-20549', 'https://github.com/xwiki/xwiki-platform/commit/e4f7f68e93cb08c25632c126356d218abf192d1e'}","{'https://github.com/xwiki/xwiki-platform/commit/e4f7f68e93cb08c25632c126356d218abf192d1e'}","{'https://github.com/xwiki/xwiki-platform/commit/e4f7f68e93cb08c25632c126356d218abf192d1e'}"
"CVE-2023-32069","{'CWE-863'}","XWiki Platform is a generic wiki platform. Starting in version 3.3-milestone-2 and prior to versions 14.10.4 and 15.0-rc-1, it's possible for a user to execute anything with the right of the author of the XWiki.ClassSheet document. This has been patched in XWiki 15.0-rc-1 and 14.10.4. There are no known workarounds.","","","","2023-05-09T16:15Z","2023-05-16T17:34Z","{'https://github.com/xwiki/xwiki-platform/commit/de72760d4a3e1e9be64a10660a0c19e9534e2ec4', 'https://jira.xwiki.org/browse/XWIKI-20566', 'https://github.com/xwiki/xwiki-platform/security/advisories/GHSA-36fm-j33w-c25f'}","{'https://github.com/xwiki/xwiki-platform/commit/de72760d4a3e1e9be64a10660a0c19e9534e2ec4'}","{'https://github.com/xwiki/xwiki-platform/commit/de72760d4a3e1e9be64a10660a0c19e9534e2ec4'}"
"CVE-2023-32070","{'CWE-79'}","XWiki Platform is a generic wiki platform. Prior to version 14.6-rc-1, HTML rendering didn't check for dangerous attributes/attribute values. This allowed cross-site scripting (XSS) attacks via attributes and link URLs, e.g., supported in XWiki syntax. This has been patched in XWiki 14.6-rc-1. There are no known workarounds apart from upgrading to a fixed version.","","","","2023-05-10T18:15Z","2023-05-17T20:12Z","{'https://jira.xwiki.org/browse/XRENDERING-663', 'https://github.com/xwiki/xwiki-rendering/commit/c40e2f5f9482ec6c3e71dbf1fff5ba8a5e44cdc1', 'https://github.com/xwiki/xwiki-rendering/security/advisories/GHSA-6gf5-c898-7rxp'}","{'https://github.com/xwiki/xwiki-rendering/commit/c40e2f5f9482ec6c3e71dbf1fff5ba8a5e44cdc1'}","{'https://github.com/xwiki/xwiki-rendering/commit/c40e2f5f9482ec6c3e71dbf1fff5ba8a5e44cdc1'}"
"CVE-2023-32071","{'CWE-79'}","XWiki Platform is a generic wiki platform. Starting in versions 2.2-milestone-1 and prior to versions 14.4.8, 14.10.4, and 15.0-rc-1, it's possible to execute javascript with the right of any user by leading him to a special URL on the wiki targeting a page which contains an attachment. This has been patched in XWiki 15.0-rc-1, 14.10.4, and 14.4.8. The easiest possible workaround is to edit file `<xwiki app>/templates/importinline.vm` and apply the modification described in commit 28905f7f518cc6f21ea61fe37e9e1ed97ef36f01.","","","","2023-05-09T16:15Z","2023-05-16T17:41Z","{'https://app.intigriti.com/company/submissions/e95a7ad5-7029-4627-abf0-3e3e3ea0b4ce/XWIKI-E93DFEYK', 'https://github.com/xwiki/xwiki-platform/commit/28905f7f518cc6f21ea61fe37e9e1ed97ef36f01', 'https://jira.xwiki.org/browse/XWIKI-20340', 'https://github.com/xwiki/xwiki-platform/security/advisories/GHSA-j9h5-vcgv-2jfm'}","{'https://github.com/xwiki/xwiki-platform/commit/28905f7f518cc6f21ea61fe37e9e1ed97ef36f01'}","{'https://github.com/xwiki/xwiki-platform/commit/28905f7f518cc6f21ea61fe37e9e1ed97ef36f01'}"
"CVE-2023-32072","{'CWE-79'}","Tuleap is an open source tool for end to end traceability of application and system developments. Tuleap Community Edition prior to version 14.8.99.60 and Tuleap Enterprise edition prior to 14.8-3 and 14.7-7, the logs of the triggered Jenkins job URLs are not properly escaped. A malicious Git administrator can setup a malicious Jenkins hook to make a victim, also a Git administrator, execute uncontrolled code. Tuleap Community Edition 14.8.99.60, Tuleap Enterprise Edition 14.8-3, and Tuleap Enterprise Edition 14.7-7 contain a patch for this issue.","","","","2023-05-29T21:15Z","2023-06-05T15:42Z","{'https://tuleap.net/plugins/tracker/?aid=31929', 'https://github.com/Enalean/tuleap/security/advisories/GHSA-6prc-j58r-fmjq', 'https://github.com/Enalean/tuleap/commit/6840529def97f564844e810e5a7c5bf837cf58d5', 'https://tuleap.net/plugins/git/tuleap/tuleap/stable?a=commit&h=6840529def97f564844e810e5a7c5bf837cf58d5'}","{'https://github.com/Enalean/tuleap/commit/6840529def97f564844e810e5a7c5bf837cf58d5'}","{'https://github.com/Enalean/tuleap/commit/6840529def97f564844e810e5a7c5bf837cf58d5'}"
"CVE-2023-32073","{'CWE-77'}","WWBN AVideo is an open source video platform. In versions 12.4 and prior, a command injection vulnerability exists at `plugin/CloneSite/cloneClient.json.php` which allows Remote Code Execution if you CloneSite Plugin. This is a bypass to the fix for CVE-2023-30854, which affects WWBN AVideo up to version 12.3. This issue is patched in commit 1df4af01f80d56ff2c4c43b89d0bac151e7fb6e3.","","","","2023-05-12T14:15Z","2023-05-24T15:01Z","{'https://github.com/WWBN/AVideo/security/advisories/GHSA-2mhh-27v7-3vcx', 'https://github.com/WWBN/AVideo/commit/1df4af01f80d56ff2c4c43b89d0bac151e7fb6e3'}","{'https://github.com/WWBN/AVideo/commit/1df4af01f80d56ff2c4c43b89d0bac151e7fb6e3'}","{'https://github.com/WWBN/AVideo/commit/1df4af01f80d56ff2c4c43b89d0bac151e7fb6e3'}"
